"cID","rID","RefID","Classification","THRmicroM","EC50Str","EC50mM","EC50microM","Efficacy_str","Efficacy","Efficacy_microM","Concentration_used","SequenceVariant"
"910","39","899","Bitter","32.0",,,"187.0",,,"32.0",,
"952","3038","1073","Bitter","200.0",,,,,,"200.0",,
"952","38","1073","Bitter","200.0",,,,,,"200.0",,
"909","14","899","Bitter","16.0",,,"30.2",,,"16.0",,
"909","14","1117","Bitter","16.0",,,"30.2",,,"16.0",,
"909","39","899","Bitter","8.0",,,"41.3",,,"8.0",,
"909","39","1117","Bitter","8.0",,,"41.3",,,"8.0",,
"78","3091","1116","Bitter","3000.0",,,,,,"3000.0",,
"868","3068","1137","Bitter","0.82",,,,,,"0.82",,
"868","3075","1137","Bitter","22.0",,,,,,"22.0",,
"868","14","899","Bitter","8.0",,,"20.5",,,"8.0",,
"868","14","1117","Bitter","8.0",,,"20.5",,,"8.0",,
"868","39","899","Bitter","8.0",,,"45.9",,,"8.0",,
"868","39","1117","Bitter","8.0",,,"45.9",,,"8.0",,
"868","41","1126","Bitter",,,,,,,,,
"1710","14","1093","Bitter","1.0",,,,,,"1.0",,
"2352","14","1134","Bitter",,,,"0.93",,,,,
"1694","14","1093","Bitter","1.0",,,,,,"1.0",,
"407","3095","1139","Bitter","1000.0",,,,,,"1000.0",,
"1643","14","1093","Bitter",,,,"2.0",,,,,
"1269","14","1110","Bitter","100.0",,,,,,"100.0",,
"1269","43","1110","Bitter","10.0",,,"14.9",,,"10.0",,
"1269","46","1129","Bitter","100.0",,,,,,"100.0",,
"1269","46","1110","Bitter","1.0",,,"8.85",,,"1.0",,
"2409","14","1142","Bitter",,,,"0.9552999999999999",,,,,
"36","1","1128","Bitter","0.1",,,"1.4",,,"0.1",,
"36","40","1091","Bitter","30.0",,,,,,"30.0",,
"36","40","1128","Bitter","0.1",,,"0.4",,,"0.1",,
"36","47","1128","Bitter",,,,,,,,,
"36","1","1162","Bitter","0.1",,,"1.4",,,"0.1",,
"36","1","68","Bitter","0.1",,,"1.4",,,"0.1",,
"36","14","1162","Bitter","0.01",,,,,,"0.01",,
"36","14","68","Bitter","0.01",,,,,,"0.01",,
"36","40","1162","Bitter","0.01",,,"0.4",,,"0.01",,
"36","40","68","Bitter","0.01",,,"0.4",,,"0.01",,
"2358","14","1134","Bitter",,,,"0.19",,,,,
"1618","39","1091","Bitter","10000.0",,,,,,"10000.0",,
"1717","14","1093","Bitter","3.0",,,,,,"3.0",,
"2624","46","816","Bitter","10.0",,,"45.6",,,"10.0",,
"1191","46","816","Bitter","3.0",,,,,,"3.0",,
"94","3102","1139","Bitter","3000.0",,,,,,"3000.0",,
"94","3148","1141","Bitter","10000.0",,,,,,"10000.0",,
"94","3151","1141","Bitter","10000.0",,,,,,"10000.0",,
"94","3123","1083","Bitter","3000.0",,,"44.0",,,"3000.0",,
"94","3071","1137","Bitter",,,,,,,,,
"94","3140","1080","Bitter","3000.0",,,,,,"3000.0",,
"94","3141","1079","Bitter","3000.0",,,,,,"3000.0",,
"94","3117","1078","Bitter","3000.0",,,,,,"3000.0",,
"94","3119","1078","Bitter","3000.0",,,,,,"3000.0",,
"94","3084","1116","Bitter","3000.0",,,,,,"3000.0",,
"94","3085","1116","Bitter","3000.0",,,,,,"3000.0",,
"94","3087","1116","Bitter","3000.0",,,,,,"3000.0",,
"94","3087","1115","Bitter","10000.0",,,,,,"10000.0",,
"94","3091","1116","Bitter","3000.0",,,,,,"3000.0",,
"94","3088","1116","Bitter","3000.0",,,,,,"3000.0",,
"94","3088","1115","Bitter","300.0",,,,,,"300.0",,
"94","3002","1037","Bitter","5000.0",,,,,,"5000.0","5",
"94","3143","1079","Bitter","3000.0",,,,,,"3000.0",,
"94","3113","1078","Bitter","3000.0",,,,,,"3000.0",,
"94","3094","1139","Bitter","3000.0",,,,,,"3000.0",,
"94","3095","1139","Bitter","3000.0",,,,,,"3000.0",,
"94","3096","1139","Bitter","3000.0",,,,,,"3000.0",,
"94","3097","1139","Bitter","3000.0",,,,,,"3000.0",,
"94","3127","1079","Bitter","3000.0",,,,,,"3000.0",,
"94","3139","1080","Bitter","3000.0",,,,,,"3000.0",,
"94","3142","1079","Bitter","3000.0",,,,,,"3000.0",,
"94","3100","1139","Bitter","3000.0",,,,,,"3000.0",,
"94","3144","1149","Bitter","3000.0",,,,,,"3000.0",,
"94","3145","1149","Bitter",,,,,,,,,
"94","3147","1149","Bitter",,,,,,,,,
"1696","14","1093","Bitter","0.3",,,,,,"0.3",,
"973","2","1119","Bitter","30.0",,,,,,"30.0",,
"2288","14","1125","Bitter","100.0",,,,,,"100.0",,
"977","1","1123","Bitter","100.0",,,,,,"100.0",,
"977","14","1123","Bitter","300.0",,,,,,"300.0",,
"977","39","1123","Bitter","300.0",,,,,,"300.0",,
"977","4","1123","Bitter","100.0",,,,,,"100.0",,
"977","46","1123","Bitter","1000.0",,,,,,"1000.0",,
"977","3114","1078","Bitter","300.0",,,,,,"300.0",,
"977","2108","1123","Bitter","100.0",,,,,,"100.0",,
"977","2117","1123","Bitter","30.0",,,"37.4",,,"30.0",,
"977","2123","1123","Bitter","100.0",,,,,,"100.0",,
"977","2144","1123","Bitter","100.0",,,,,,"100.0",,
"977","4","987","Bitter","300.0",,,,,,"300.0","0.3 mM",
"122","3085","1116","Bitter","10000.0",,,,,,"10000.0",,
"122","3002","1037","Bitter","10000.0",,,,,,"10000.0","10",
"122","43","68","Bitter","3100.0",,,"10000.0",,,"3100.0",,
"122","44","68","Bitter","250.0",,,"2500.0",,,"250.0",,
"881","14","899","Bitter","2.0",,,"10.0",,,"2.0",,
"881","14","1117","Bitter","2.0",,,"10.0",,,"2.0",,
"881","39","899","Bitter","16.0",,,"41.6",,,"16.0",,
"881","39","1117","Bitter","16.0",,,"41.6",,,"16.0",,
"1335","3114","1078","Bitter","1.0",,,,,,"1.0",,
"2604","16","1161","Bitter","4500.0",,,,,,"4500.0",,
"2417","14","1142","Bitter",,,,,,,,,
"1644","14","1093","Bitter",,,,"0.31",,,,,
"87","3121","1083","Bitter","1000.0",,,,,,"1000.0",,
"87","3117","1078","Bitter","10000.0",,,,,,"10000.0",,
"87","3119","1078","Bitter","10000.0",,,,,,"10000.0",,
"87","3084","1115","Bitter","10000.0",,,,,,"10000.0",,
"87","3087","1115","Bitter","10000.0",,,,,,"10000.0",,
"87","3088","1115","Bitter","3000.0",,,,,,"3000.0",,
"87","16","1126","Bitter",,,,,,,,,
"87","3","1091","Bitter","10000.0",,,,,,"10000.0",,
"87","7","1091","Bitter","10000.0",,,,,,"10000.0",,
"87","3113","1078","Bitter","10000.0",,,,,,"10000.0",,
"87","3145","1149","Bitter",,,,,,,,,
"935","14","897","Bitter","12.3",,,,,,"12.3",,
"69","3123","1083","Bitter","1000.0",,,,,,"1000.0",,
"69","3126","1083","Bitter","1000.0",,,,,,"1000.0",,
"69","3119","1078","Bitter","1000.0",,,,,,"1000.0",,
"69","3084","1116","Bitter","1000.0",,,,,,"1000.0",,
"69","3084","1115","Bitter","1000.0",,,,,,"1000.0",,
"69","3087","1116","Bitter","1000.0",,,,,,"1000.0",,
"69","3091","1116","Bitter","1000.0",,,,,,"1000.0",,
"69","3088","1115","Bitter","1000.0",,,,,,"1000.0",,
"69","3004","1037","Bitter","1000.0",,,,,,"1000.0","1",
"69","3046","1037","Bitter","1000.0",,,,,,"1000.0","1",
"69","1","1091","Bitter","1000.0",,,,,,"1000.0",,
"69","41","1091","Bitter","1000.0",,,,,,"1000.0",,
"69","8","1147","Bitter",,,,"41.0",,,,,
"69","8","1091","Bitter","1000.0",,,,,,"1000.0",,
"69","8","1133","Bitter","1000.0",,,,,,"1000.0",,
"69","3103","1139","Bitter","1000.0",,,,,,"1000.0",,
"69","3129","1081","Bitter","1000.0",,,,,,"1000.0",,
"69","3157","1149","Bitter",,,,,,,,,
"69","3158","1149","Bitter",,,,,,,,,
"69","3095","1139","Bitter","1000.0",,,,,,"1000.0",,
"69","3097","1139","Bitter","1000.0",,,,,,"1000.0",,
"69","3145","1149","Bitter",,,,,,,,,
"69","1","68","Bitter","100.0",,,,,,"100.0",,
"69","10","68","Bitter","100.0",,,,,,"100.0",,
"69","39","68","Bitter","1000.0",,,,,,"1000.0",,"AAM19321.1"
"69","41","68","Bitter","500.0",,,,,,"500.0",,"AAM19323.1"
"69","43","68","Bitter","100.0",,,,,,"100.0",,
"69","46","68","Bitter","10.0",,,,,,"10.0",,"AAM19318.1"
"69","8","68","Bitter","30.0",,,"555.0",,,"30.0",,
"2705","16","1177","Bitter","1000.0",,,,,,"1000.0",,
"2110","14","1156","Bitter","133.0",,,"151.17",,,"133.0",,
"808","14","1156","Bitter","250.0",,,,,,"250.0",,
"808","14","987","Bitter","250.0",,,,,,"250.0",,
"808","39","1156","Bitter","32.0",,,"8.5",,,"32.0",,
"808","39","987","Bitter","32.0",,,"8.5",,,"32.0",,
"808","4","1156","Bitter","100.0",,,,,,"100.0",,
"808","4","899","Bitter","100.0",,,,,,"100.0",,
"808","4","987","Bitter","100.0",,,,,,"100.0",,
"808","43","1156","Bitter","100.0",,,"16.72",,,"100.0",,
"808","43","899","Bitter","100.0",,,"16.72",,,"100.0",,
"808","43","987","Bitter","100.0",,,"16.72",,,"100.0",,
"808","47","1156","Bitter","100.0",,,,,,"100.0",,
"808","47","899","Bitter","100.0",,,,,,"100.0",,
"808","47","987","Bitter","100.0",,,,,,"100.0",,
"808","5","1156","Bitter","100.0",,,"12.3",,,"100.0",,
"808","5","899","Bitter","100.0",,,"12.3",,,"100.0",,
"808","5","987","Bitter","100.0",,,"12.3",,,"100.0",,
"808","3120","1078","Bitter","10.0",,,,,,"10.0",,
"808","14","899","Bitter","250.0",,,,,,"250.0",,
"808","14","1117","Bitter","250.0",,,,,,"250.0",,
"808","14","1128","Bitter","250.0",,,"34.0",,,"250.0",,
"808","39","899","Bitter","32.0",,,"161.0",,,"32.0",,
"808","39","1117","Bitter","32.0",,,"161.0",,,"32.0",,
"808","39","1128","Bitter","32.0",,,"8.5",,,"32.0",,
"808","43","1128","Bitter",,,,"16.72",,,,,
"808","5","1128","Bitter",,,,"12.3",,,,,
"808","2125","1098","Bitter",,,,,,,,,
"1556","1","877","Bitter","1500.0",,,"7400.0",,,"1500.0",,
"1556","1","1159","Bitter","10000.0",,,,,,"10000.0",,
"1556","1","863","Bitter","10000.0",,,,,,"10000.0",,
"1556","39","1159","Bitter","10000.0",,,,,,"10000.0",,
"1556","39","863","Bitter","10000.0",,,,,,"10000.0",,
"1556","4","1159","Bitter","10000.0",,,,,,"10000.0",,
"1556","4","863","Bitter","10000.0",,,,,,"10000.0",,
"918","14","826","Bitter","32.0",,,,,,"32.0",,
"918","14","899","Bitter","32.0",,,,,,"32.0",,
"918","14","1117","Bitter","32.0",,,,,,"32.0",,
"918","39","826","Bitter","250.0",,,"315.0",,,"250.0",,
"918","39","899","Bitter","250.0",,,"315.0",,,"250.0",,
"918","39","1117","Bitter","250.0",,,"315.0",,,"250.0",,
"1622","10","1092","Bitter","3.0",,,,,,"3.0",,
"1622","14","1092","Bitter","500.0",,,,,,"500.0",,
"1622","4","1092","Bitter","500.0",,,,,,"500.0",,
"1622","46","1092","Bitter","20.0",,,,,,"20.0",,
"1648","14","1093","Bitter",,,,"0.19",,,,,
"2345","38","1132","Bitter",,,,"3000.0",,,,,
"2414","14","1142","Bitter",,,,"0.5043",,,,,
"913","14","826","Bitter","63.0",,,,,,"63.0",,
"913","14","899","Bitter","63.0",,,,,,"63.0",,
"913","14","1117","Bitter","63.0",,,,,,"63.0",,
"913","39","826","Bitter","500.0",,,,,,"500.0",,
"913","39","899","Bitter","500.0",,,,,,"500.0",,
"913","39","1117","Bitter","500.0",,,,,,"500.0",,
"2404","14","1142","Bitter",,,,"0.11750000000000001",,,,,
"940","14","897","Bitter","100.0",,,,,,"100.0",,
"1701","14","1093","Bitter","0.3",,,,,,"0.3",,
"67","3117","1078","Bitter","10000.0",,,,,,"10000.0",,
"67","3120","1078","Bitter","10000.0",,,,,,"10000.0",,
"67","14","968","Bitter","300.0",,,,,,"300.0",,
"67","14","68","Bitter","300.0",,,,,,"300.0",,
"67","16","968","Bitter","3000.0",,,,,,"3000.0",,
"67","16","68","Bitter","3000.0",,,,,,"3000.0",,"AAH95524.1"
"67","3113","1078","Bitter","10000.0",,,,,,"10000.0",,
"67","3095","1139","Bitter","10000.0",,,,,,"10000.0",,
"1623","10","1092","Bitter","50.0",,,,,,"50.0",,
"1623","46","1092","Bitter","20.0",,,,,,"20.0",,
"2052","14","1106","Bitter",,,,,,,,,
"1356","5","1082","Bitter",,,,"11.1",,,,,
"2407","14","1142","Bitter",,,,"0.516",,,,,
"1188","46","816","Bitter","3.0",,,,,,"3.0",,
"2086","39","1128","Bitter",,,,"9.11",,,,,
"2086","5","1128","Bitter",,,,"6.29",,,,,
"2610","39","1156","Bitter","100.0",,,"9.11",,,"100.0",,
"2610","5","1156","Bitter","67.0",,,"6.29",,,"67.0",,
"2610","7","1156","Bitter","67.0",,,"123.95",,,"67.0",,
"2085","5","1128","Bitter",,,,"119.34",,,,,
"2085","7","1128","Bitter",,,,"123.95",,,,,
"2272","5","1128","Bitter",,,,,,,,,
"1361","5","1082","Bitter",,,,"4.05",,,,,
"1285","16","1128","Bitter","4000.0",,,,,,"4000.0",,
"1285","16","1040","Bitter","4000.0",,,,,,"4000.0",,
"882","10","1101","Bitter","0.3",,,,,,"0.3",,
"882","14","1101","Bitter","0.3",,,,,,"0.3",,
"882","39","899","Bitter","1.0",,,,,,"1.0",,
"882","39","1101","Bitter","3.0",,,,,,"3.0",,
"882","39","1117","Bitter","1.0",,,,,,"1.0",,
"882","4","1101","Bitter","3.0",,,,,,"3.0",,
"882","40","1101","Bitter","0.3",,,,,,"0.3",,
"882","43","1101","Bitter","0.3",,,,,,"0.3",,
"882","44","1101","Bitter","1.0",,,,,,"1.0",,
"882","46","1101","Bitter","1.0",,,,,,"1.0",,
"882","7","1101","Bitter","0.3",,,,,,"0.3",,
"1666","14","1093","Bitter",,,,"1.3",,,,,
"465","3119","1078","Bitter","100.0",,,,,,"100.0",,
"465","46","1129","Bitter","300.0",,,,,,"300.0",,
"465","10","1167","Bitter","100.0",,,,,,"100.0",,
"465","10","987","Bitter","100.0",,,,,,"100.0",,
"465","10","1157","Bitter","100.0",,,,,,"100.0",,
"465","14","1167","Bitter","100.0",,,"9.03",,,"100.0",,
"465","14","987","Bitter","100.0",,,"9.03",,,"100.0",,
"465","14","1157","Bitter","100.0",,,"9.03",,,"100.0",,
"465","46","1167","Bitter","100.0",,,,,,"100.0",,
"465","46","987","Bitter","100.0",,,,,,"100.0",,
"465","46","1157","Bitter","100.0",,,,,,"100.0",,
"1196","46","816","Bitter","3.0",,,,,,"3.0",,
"1628","14","1092","Bitter","3.0",,,,,,"3.0",,
"1628","41","1092","Bitter","100.0",,,,,,"100.0",,
"1628","46","1092","Bitter","100.0",,,,,,"100.0",,
"814","14","1127","Bitter",,,,,,,,,
"814","39","1117","Bitter","500.0",,,,,,"500.0",,
"814","39","1128","Bitter","500.0",,,"395.5",,,"500.0",,
"814","39","899","Bitter","500.0",,,,,,"500.0",,
"2342","38","1132","Bitter",,,,"4000.0",,,,,
"53","3119","1078","Bitter","30.0",,,,,,"30.0",,
"53","10","68","Bitter","10.0",,,"23.5",,,"10.0",,
"53","14","68","Bitter","10.0",,,,,,"10.0",,
"53","16","1126","Bitter",,,,,,,,,
"53","7","68","Bitter","10.0",,,,,,"10.0",,
"2354","14","1134","Bitter",,,,,,,,,
"102","16","1128","Bitter","2300.0",,,"20000.0",,,"2300.0",,
"102","3137","1081","Bitter","10000.0",,,,,,"10000.0",,
"102","3200","1140","Bitter","10000.0",,,,,,"10000.0",,
"102","3204","1140","Bitter","10000.0",,,,,,"10000.0",,
"102","16","68","Bitter","3200.0",,,,,,"3200.0",,"AAH95524.1"
"101","3140","1080","Bitter","300.0",,,,,,"300.0",,
"101","3139","1080","Bitter","300.0",,,,,,"300.0",,
"1632","46","1092","Bitter","10.0",,,,,,"10.0",,
"2379","14","1134","Bitter",,,,"0.07200000000000001",,,,,
"867","14","899","Bitter","125.0",,,,,,"125.0",,
"867","14","1117","Bitter","125.0",,,,,,"125.0",,
"2696","1","875","Bitter","1200.0",,,"7300.0",,,"1200.0",,
"1343","3140","1080","Bitter","300.0",,,,,,"300.0",,
"1343","3139","1080","Bitter","300.0",,,,,,"300.0",,
"1788","43","1096","Bitter","3.0",,,"3.9",,,"3.0",,
"1788","46","1096","Bitter","10.0",,,"11.9",,,"10.0",,
"749","14","987","Bitter","1000.0",,,,,,"1000.0",,
"2398","3074","1137","Bitter","0.69",,,"2.4",,,"0.69",,
"806","38","1092","Bitter",,,,,,,,,
"806","46","987","Bitter","10.0",,,,,,"10.0",,
"806","46","1092","Bitter","10.0",,,,,,"10.0",,
"972","1","987","Bitter","1000.0",,,,,,"1000.0",,
"972","14","987","Bitter","1000.0",,,,,,"1000.0",,
"972","39","987","Bitter","1000.0",,,,,,"1000.0",,
"1664","14","1093","Bitter",,,,"0.15",,,,,
"1939","7","1028","Bitter","6.0",,,"12.6",,,"6.0",,
"2344","38","1132","Bitter",,,,"12000.0",,,,,
"1707","14","1093","Bitter","3.0",,,,,,"3.0",,
"124","43","68","Bitter","100.0",,,,,,"100.0",,
"124","46","68","Bitter","1.0",,,,,,"1.0",,"AAM19318.1"
"954","14","987","Bitter","1000.0",,,,,,"1000.0",,
"1629","46","1092","Bitter","30.0",,,,,,"30.0",,
"1629","50","1092","Bitter","10.0",,,,,,"10.0",,
"1698","14","1093","Bitter","0.3",,,,,,"0.3",,
"2368","14","1134","Bitter",,,,"0.38",,,,,
"75","1","1162","Bitter","3.0",,,,,,"3.0",,
"75","1","1128","Bitter","3.0",,,,,,"3.0",,
"75","14","1162","Bitter","3.0",,,,,,"3.0",,
"75","14","1128","Bitter","3.0",,,,,,"3.0",,
"75","40","1162","Bitter","10.0",,,,,,"10.0",,
"75","40","1128","Bitter","10.0",,,,,,"10.0",,
"75","47","1128","Bitter",,,,,,,,,
"2224","14","1117","Bitter","63.0",,,,,,"63.0",,
"2224","39","1117","Bitter","32.0",,,,,,"32.0",,
"976","10","987","Bitter","300.0",,,,,,"300.0","0.3 mM",
"976","14","987","Bitter","300.0",,,,,,"300.0","0.3 mM",
"976","46","987","Bitter","300.0",,,,,,"300.0","0.3 mM",
"1657","14","1093","Bitter",,,,"6.0",,,,,
"1673","14","1093","Bitter",,,,"11.0",,,,,
"98","3147","1149","Bitter",,,,,,,,,
"2033","14","899","Bitter","63.0",,,,,,"63.0",,
"2033","39","899","Bitter","32.0",,,,,,"32.0",,
"2112","14","1156","Bitter","133.0",,,"155.64",,,"133.0",,
"2112","47","1156","Bitter","133.0",,,"82.39",,,"133.0",,
"2356","14","1134","Bitter",,,,"1.8",,,,,
"2378","14","1134","Bitter",,,,"0.16",,,,,
"883","39","899","Bitter","250.0",,,"388.0",,,"250.0",,
"883","39","1117","Bitter","250.0",,,"388.0",,,"250.0",,
"1972","14","1101","Bitter","300.0",,,,,,"300.0",,
"1241","14","1022","Bitter","400.0",,,,,,"400.0",,
"1241","4","1022","Bitter","50.0",,,,,,"50.0",,
"887","14","899","Bitter","8.0",,,,,,"8.0",,
"887","14","1117","Bitter","8.0",,,,,,"8.0",,
"887","39","899","Bitter","2.0",,,,,,"2.0",,
"887","39","1117","Bitter","2.0",,,,,,"2.0",,
"1363","5","1082","Bitter",,,,"5.08",,,,,
"722","14","1135","Bitter","100.0",,,,,,"100.0",,
"1700","14","1093","Bitter","0.3",,,,,,"0.3",,
"816","39","826","Bitter","500.0",,,,,,"500.0",,
"816","39","1117","Bitter","500.0",,,,,,"500.0",,
"816","39","899","Bitter","500.0",,,,,,"500.0",,
"884","14","899","Bitter","125.0",,,,,,"125.0",,
"884","14","1117","Bitter","125.0",,,,,,"125.0",,
"884","39","899","Bitter","125.0",,,,,,"125.0",,
"884","39","1117","Bitter","125.0",,,,,,"125.0",,
"1620","3081","1073","Bitter",,,,"217.0",,,,,
"1620","3043","1073","Bitter","1000.0",,,"217.0",,,"1000.0",,
"1620","1","1126","Bitter",,,,,,,,,
"1620","16","1126","Bitter",,,,,,,,,
"1620","41","1126","Bitter",,,,,,,,,
"1620","43","1073","Bitter","1000.0",,,"1206.0",,,"1000.0",,
"1620","47","1091","Bitter","300.0",,,,,,"300.0",,
"514","10","1127","Bitter",,,,,,,,,
"514","14","1127","Bitter",,,,,,,,,
"514","43","1127","Bitter",,,,,,,,,
"514","46","1127","Bitter",,,,,,,,,
"514","7","1127","Bitter",,,,,,,,,
"1638","14","1093","Bitter",,,,"0.2",,,,,
"1713","14","1093","Bitter","0.3",,,,,,"0.3",,
"1295","46","1129","Bitter","100.0",,,,,,"100.0",,
"2181","14","1110","Bitter","100.0",,,,,,"100.0",,
"2181","43","1110","Bitter","10.0",,,,,,"10.0",,
"2181","46","1110","Bitter","30.0",,,,,,"30.0",,
"1751","14","897","Bitter","1000.0",,,,,,"1000.0",,
"1611","1","1091","Bitter","200.0",,,"168.8",,,"200.0",,
"1611","14","1091","Bitter","200.0",,,"108.3",,,"200.0",,
"1611","8","1091","Bitter","200.0",,,"57.3",,,"200.0",,
"2612","5","1156","Bitter","67.0",,,"40.43",,,"67.0",,
"2612","7","1156","Bitter","67.0",,,"3.95",,,"67.0",,
"2360","14","1134","Bitter",,,,"2.1",,,,,
"2654","16","1177","Bitter","1000.0",,,,,,"1000.0",,
"2639","14","899","Bitter","8.0",,,,,,"8.0",,
"2639","39","899","Bitter","2.0",,,,,,"2.0",,
"108","38","68","Bitter","10.0",,,,,,"10.0",,
"893","14","899","Bitter","32.0",,,,,,"32.0",,
"893","14","1117","Bitter","32.0",,,,,,"32.0",,
"48","1","68","Bitter","100.0",,,,,,"100.0",,
"48","10","68","Bitter","100.0",,,,,,"100.0",,
"48","14","68","Bitter","100.0",,,,,,"100.0",,
"48","46","68","Bitter","10.0",,,,,,"10.0",,"AAM19318.1"
"48","47","68","Bitter","100.0",,,,,,"100.0",,"AAM19324.1"
"44","3069","1137","Bitter","31.0",,,"37.0",,,"31.0",,
"44","3071","1137","Bitter","39.0",,,"190.0",,,"39.0",,
"801","14","826","Bitter","500.0",,,,,,"500.0",,
"801","14","899","Bitter","500.0",,,,,,"500.0",,
"801","14","1117","Bitter","500.0",,,,,,"500.0",,
"801","14","1128","Bitter","500.0",,,,,,"500.0",,
"801","39","826","Bitter","500.0",,,,,,"500.0",,
"801","39","899","Bitter","500.0",,,,,,"500.0",,
"801","39","1117","Bitter","500.0",,,,,,"500.0",,
"801","39","1128","Bitter","500.0",,,,,,"500.0",,
"1284","46","1092","Bitter","300.0",,,,,,"300.0",,
"127","46","68","Bitter","3.0",,,,,,"3.0",,"AAM19318.1"
"2403","14","1142","Bitter",,,,"0.9934",,,,,
"2039","14","1104","Bitter",,,,"10520.0",,,,,
"2039","7","1104","Bitter",,,,"25520.0",,,,,
"2336","16","1130","Bitter","10000.0",,,,,,"10000.0",,
"889","14","899","Bitter","250.0",,,,,,"250.0",,
"889","14","1117","Bitter","250.0",,,,,,"250.0",,
"889","39","899","Bitter","2.0",,,,,,"2.0",,
"889","39","1117","Bitter","2.0",,,,,,"2.0",,
"2341","38","1132","Bitter",,,,"11000.0",,,,,
"880","14","899","Bitter","250.0",,,,,,"250.0",,
"880","14","1117","Bitter","250.0",,,,,,"250.0",,
"1641","14","1093","Bitter",,,,"0.08",,,,,
"49","3102","1139","Bitter","300.0",,,,,,"300.0",,
"49","3120","1078","Bitter","300.0",,,,,,"300.0",,
"49","3087","1115","Bitter","1000.0",,,,,,"1000.0",,
"49","3088","1115","Bitter","1000.0",,,,,,"1000.0",,
"49","10","68","Bitter","300.0",,,,,,"300.0",,
"49","14","68","Bitter","300.0",,,,,,"300.0",,
"49","3158","1149","Bitter",,,,,,,,,
"824","14","826","Bitter","250.0",,,"358.0",,,"250.0",,
"824","14","899","Bitter","250.0",,,,,,"250.0",,
"824","14","1117","Bitter","250.0",,,,,,"250.0",,
"824","39","826","Bitter","250.0",,,,,,"250.0",,
"824","39","899","Bitter","250.0",,,,,,"250.0",,
"824","39","1117","Bitter","250.0",,,,,,"250.0",,
"61","7","1105","Bitter",,,,"634.0",,,,,
