"cID","rID","RefID","Classification","THRmicroM","EC50Str","EC50mM","EC50microM","Efficacy_str","Efficacy","Efficacy_microM","Concentration_used","SequenceVariant"
"674","3143","1079","Bitter","5000.0",,,,,,"5000.0",,
"1677","14","1093","Bitter",,,,"8.3",,,,,
"2394","14","1136","Bitter","50.0",,,,,,"50.0",,
"1355","5","1082","Bitter",,,,"4.35",,,,,
"920","14","826","Bitter","250.0",,,"378.0",,,"250.0",,
"920","14","899","Bitter","250.0",,,,,,"250.0",,
"920","14","1117","Bitter","250.0",,,,,,"250.0",,
"920","39","826","Bitter","250.0",,,,,,"250.0",,
"920","39","899","Bitter","250.0",,,,,,"250.0",,
"920","39","1117","Bitter","250.0",,,,,,"250.0",,
"2371","14","1134","Bitter",,,,,,,,,
"1642","14","1093","Bitter",,,,"0.29",,,,,
"1235","14","1022","Bitter","600.0",,,,,,"600.0",,
"1235","4","1022","Bitter","200.0",,,,,,"200.0",,
"1688","14","1093","Bitter","1.0",,,,,,"1.0",,
"1665","14","1093","Bitter",,,,"0.17",,,,,
"938","14","897","Bitter","5.0",,,,,,"5.0",,
"2366","14","1134","Bitter",,,,"0.42",,,,,
"915","14","826","Bitter","500.0",,,,,,"500.0",,
"915","14","899","Bitter","500.0",,,,,,"500.0",,
"915","14","1117","Bitter","500.0",,,,,,"500.0",,
"915","14","1128","Bitter","500.0",,,,,,"500.0",,
"915","39","826","Bitter","500.0",,,,,,"500.0",,
"915","39","899","Bitter","500.0",,,,,,"500.0",,
"915","39","1117","Bitter","500.0",,,,,,"500.0",,
"915","39","1128","Bitter","500.0",,,,,,"500.0",,
"705","1","1168","Bitter","650.0",,,"1249.0",,,"650.0",,
"705","39","1168","Bitter","430.0",,,,,,"430.0",,
"705","8","1168","Bitter","430.0",,,"534.0",,,"430.0",,
"1287","16","1128","Bitter","15000.0",,,,,,"15000.0",,
"1204","46","816","Bitter","0.3",,,,,,"0.3",,
"1206","46","816","Bitter","30.0",,,,,,"30.0",,
"946","10","987","Bitter","30.0",,,,,,"30.0","0.03 mM",
"946","14","987","Bitter","30.0",,,,,,"30.0","0.03 mM",
"946","46","987","Bitter","30.0",,,,,,"30.0","0.03 mM",
"1625","14","1092","Bitter","20.0",,,,,,"20.0",,
"1625","4","1092","Bitter","50.0",,,,,,"50.0",,
"1625","46","1092","Bitter","20.0",,,,,,"20.0",,
"1721","14","1093","Bitter","3.0",,,,,,"3.0",,
"937","14","897","Bitter","3.0",,,,,,"3.0",,
"937","14","1093","Bitter","3.0",,,,,,"3.0",,
"92","3148","1141","Bitter","3000.0",,,,,,"3000.0",,
"92","3156","1141","Bitter","3000.0",,,,,,"3000.0",,
"92","3123","1083","Bitter","3000.0",,,,,,"3000.0",,
"92","3068","1137","Bitter","140.0",,,,,,"140.0",,
"92","3069","1137","Bitter","11100.0",,,,,,"11100.0",,
"92","3071","1137","Bitter","3700.0",,,,,,"3700.0",,
"92","3140","1080","Bitter","3000.0",,,,,,"3000.0",,
"92","3141","1079","Bitter","3000.0",,,,,,"3000.0",,
"92","3119","1078","Bitter","3000.0",,,,,,"3000.0",,
"92","3157","1149","Bitter",,,,,,,,,
"92","3096","1139","Bitter","10000.0",,,,,,"10000.0",,
"92","3097","1139","Bitter","10000.0",,,,,,"10000.0",,
"92","3098","1139","Bitter","10000.0",,,,,,"10000.0",,
"92","3139","1080","Bitter","3000.0",,,,,,"3000.0",,
"92","3142","1079","Bitter","3000.0",,,,,,"3000.0",,
"92","3100","1139","Bitter","10000.0",,,,,,"10000.0",,
"92","3144","1149","Bitter","9000.0",,,,,,"9000.0",,
"92","39","68","Bitter","3000.0",,,,,,"3000.0",,"AAM19321.1"
"92","4","68","Bitter","100.0",,,"1146.0",,,"100.0",,
"92","46","68","Bitter","300.0",,,"1750.0",,,"300.0",,"AAM19318.1"
"188","3120","1078","Bitter","422000.0",,,,,,"422000.0",,
"188","38","1132","Bitter",,,,"178000.0",,,,,
"2444","1","877","Bitter",,,,"7600.0",,,,,
"1359","5","1082","Bitter",,,,"146.6",,,,,
"2142","46","1129","Bitter","100.0",,,"2.0",,,"100.0",,
"1668","14","1093","Bitter",,,,"1.90",,,,,
"2334","16","1130","Bitter","10000.0",,,"1200.0",,,"10000.0",,
"2337","16","1130","Bitter",,,,"4900.0",,,,,
"2337","3194","1145","Bitter",,,,,,,,,
"872","14","899","Bitter","125.0",,,,,,"125.0",,
"872","14","1117","Bitter","125.0",,,,,,"125.0",,
"2410","14","1142","Bitter",,,,,,,,,
"1626","14","1092","Bitter","100.0",,,,,,"100.0",,
"888","14","899","Bitter","250.0",,,,,,"250.0",,
"888","14","1117","Bitter","250.0",,,,,,"250.0",,
"888","14","1128","Bitter","250.0",,,,,,"250.0",,
"888","39","899","Bitter","1.0",,,,,,"1.0",,
"888","39","1117","Bitter","1.0",,,,,,"1.0",,
"888","39","1128","Bitter","0.5",,,,,,"0.5",,
"2390","14","1135","Bitter","10.0",,,,,,"10.0",,
"831","4","863","Bitter","300.0",,,,,,"300.0",,
"1621","49","1136","Bitter","100.0",,,,,,"100.0",,
"1621","49","1107","Bitter",,,,"50.72",,,,,
"1621","49","1091","Bitter","10000.0",,,,,,"10000.0",,
"55","3120","1078","Bitter","300.0",,,,,,"300.0",,
"55","10","68","Bitter","300.0",,,,,,"300.0",,
"55","14","68","Bitter","300.0",,,,,,"300.0",,
"55","4","68","Bitter","300.0",,,,,,"300.0",,
"55","46","68","Bitter","300.0",,,,,,"300.0",,"AAM19318.1"
"55","47","68","Bitter","300.0",,,,,,"300.0",,"AAM19324.1"
"107","3007","1037","Bitter","300.0",,,,,,"300.0","0.3",
"2380","14","1134","Bitter",,,,"0.64",,,,,
"1953","39","1128","Bitter",,,,"2.79",,,,,
"874","14","899","Bitter","2.0",,,"6.0",,,"2.0",,
"874","14","1117","Bitter","2.0",,,"6.0",,,"2.0",,
"874","14","1128","Bitter","2.0",,,"6.0",,,"2.0",,
"874","39","899","Bitter","0.5",,,"7.3",,,"0.5",,
"874","39","1117","Bitter","0.5",,,"7.3",,,"0.5",,
"874","39","1128","Bitter","0.5",,,"7.3",,,"0.5",,
"934","14","897","Bitter","100.0",,,,,,"100.0",,
"2579","4","1146","Bitter","100.0",,,,,,"100.0",,
"1681","14","1093","Bitter",,,,"30.0",,,,,
"2372","14","1134","Bitter",,,,"1.2",,,,,
"2290","14","1125","Bitter","100.0",,,,,,"100.0",,
"50","10","68","Bitter","0.01",,,"6.3",,,"0.01",,
"50","10","1157","Bitter","0.01",,,"6.3",,,"0.01",,
"50","14","68","Bitter","100.0",,,,,,"100.0",,
"50","14","1157","Bitter","100.0",,,,,,"100.0",,
"870","39","899","Bitter","500.0",,,,,,"500.0",,
"870","39","1117","Bitter","500.0",,,,,,"500.0",,
"1350","5","1082","Bitter",,,,"33.3",,,,,
"886","14","899","Bitter","8.0",,,,,,"8.0",,
"886","14","897","Bitter","0.5",,,,,,"0.5",,
"886","14","1117","Bitter","8.0",,,,,,"8.0",,
"886","14","1128","Bitter","8.0",,,,,,"8.0",,
"886","39","899","Bitter","0.5",,,,,,"0.5",,
"886","39","1117","Bitter","0.5",,,,,,"0.5",,
"886","39","1128","Bitter","0.5",,,,,,"0.5",,
"118","38","68","Bitter","30.0",,,,,,"30.0",,
"885","14","899","Bitter","125.0",,,,,,"125.0",,
"885","14","1118","Bitter","125.0",,,,,,"125.0",,
"885","14","1117","Bitter","125.0",,,,,,"125.0",,
"885","39","899","Bitter","0.12",,,,,,"0.12",,
"885","39","1117","Bitter","0.12",,,,,,"0.12",,
"1342","3141","1079","Bitter","1000.0",,,,,,"1000.0",,
"1787","43","1096","Bitter",,,,,,,,,
"1787","46","1096","Bitter",,,,,,,,,
"1351","5","1082","Bitter",,,,"1.39",,,,,
"829","1","863","Bitter","1000.0",,,,,,"1000.0",,
"829","4","863","Bitter","1000.0",,,,,,"1000.0",,
"925","14","899","Bitter","250.0",,,,,,"250.0",,
"925","14","1117","Bitter","250.0",,,,,,"250.0",,
"925","39","899","Bitter","500.0",,,,,,"500.0",,
"925","39","1117","Bitter","500.0",,,,,,"500.0",,
"45","10","68","Bitter","3.0",,,,,,"3.0",,
"45","14","68","Bitter","3.0",,,,,,"3.0",,
"45","4","68","Bitter","100.0",,,,,,"100.0",,
"45","46","68","Bitter","10.0",,,,,,"10.0",,"AAM19318.1"
"45","47","68","Bitter","30.0",,,,,,"30.0",,"AAM19324.1"
"1645","14","1093","Bitter",,,,"1.8",,,,,
"2415","14","1142","Bitter",,,,"0.1715",,,,,
"869","39","899","Bitter","500.0",,,,,,"500.0",,
"869","39","1117","Bitter","500.0",,,,,,"500.0",,
"866","14","899","Bitter","16.0",,,,,,"16.0",,
"866","14","1117","Bitter","16.0",,,,,,"16.0",,
"866","39","899","Bitter","32.0",,,,,,"32.0",,
"866","39","1117","Bitter","32.0",,,,,,"32.0",,
"2335","16","1130","Bitter","10000.0",,,,,,"10000.0",,
"876","14","899","Bitter","8.0",,,"35.0",,,"8.0",,
"876","14","1117","Bitter","8.0",,,"35.0",,,"8.0",,
"876","39","899","Bitter","8.0",,,"40.3",,,"8.0",,
"876","39","1117","Bitter","8.0",,,"40.3",,,"8.0",,
"1557","1","863","Bitter","10000.0",,,,,,"10000.0",,
"1702","14","1093","Bitter","3.0",,,,,,"3.0",,
"1706","14","1093","Bitter","0.3",,,,,,"0.3",,
"936","14","897","Bitter","50.0",,,,,,"50.0",,
"1636","14","1093","Bitter",,,,"0.17",,,,,
"128","46","68","Bitter","10.0",,,,,,"10.0",,"AAM19318.1"
"941","14","897","Bitter","5.0",,,,,,"5.0",,
"941","14","1093","Bitter","1.0",,,,,,"1.0",,
"68","1","68","Bitter","1000.0",,,,,,"1000.0",,
"68","39","68","Bitter","1000.0",,,,,,"1000.0",,"AAM19321.1"
"114","3002","1037","Bitter","300.0",,,,,,"300.0","0.3",
"114","3046","1037","Bitter","300.0",,,,,,"300.0","0.3",
"114","3157","1149","Bitter",,,,,,,,,
"114","3144","1149","Bitter","900.0",,,,,,"900.0",,
"114","38","68","Bitter","100.0",,,,,,"100.0",,
"1353","5","1082","Bitter",,,,"0.12",,,,,
"1362","5","1082","Bitter",,,,"25.5",,,,,
"2275","16","1122","Bitter",,,,"5.9",,,,,
"1663","14","1093","Bitter",,,,"2.1",,,,,
"657","46","816","Bitter","3.0",,,,,,"3.0",,
"2347","1","1133","Bitter","100.0",,,"24.89",,,"100.0",,
"2347","13","1133","Bitter","100.0",,,"18.97",,,"100.0",,
"82","1","1162","Bitter","1.0",,,"7.4",,,"1.0",,
"82","14","1162","Bitter","1.0",,,"9.4",,,"1.0",,
"82","1","1128","Bitter","1.0",,,"7.4",,,"1.0",,
"80","1","1128","Bitter","1.0",,,"10.6",,,"1.0",,
"80","14","1128","Bitter","1.0",,,"14.5",,,"1.0",,
"1952","14","1098","Bitter",,,,,,,,,
"120","3121","1083","Bitter","1000.0",,,,,,"1000.0",,
"120","3122","1083","Bitter","1000.0",,,,,,"1000.0",,
"120","3123","1083","Bitter","1000.0",,,,,,"1000.0",,
"120","3126","1083","Bitter","1000.0",,,,,,"1000.0",,
"120","3119","1078","Bitter","1000.0",,,,,,"1000.0",,
"120","3091","1116","Bitter","1000.0",,,,,,"1000.0",,
"120","3002","1037","Bitter","1000.0",,,,,,"1000.0","1",
"120","3004","1037","Bitter","1000.0",,,,,,"1000.0","1",
"120","2","1119","Bitter","3000.0",,,,,,"3000.0",,
"120","38","1073","Bitter","30.0",,,"2.2",,,"30.0",,
"120","38","1091","Bitter","1000.0",,,,,,"1000.0",,
"120","38","1128","Bitter","0.06",,,"2.1",,,"0.06",,
"131","46","68","Bitter","100.0",,,,,,"100.0",,"AAM19318.1"
"348","14","1092","Bitter","20.0",,,,,,"20.0",,
"348","4","1092","Bitter","50.0",,,,,,"50.0",,
"348","46","1092","Bitter","20.0",,,,,,"20.0",,
"1674","14","1093","Bitter",,,,"3.30",,,,,
"117","3126","1083","Bitter","300.0",,,,,,"300.0",,
"803","14","826","Bitter","16.0",,,,,,"16.0",,
"803","14","899","Bitter","16.0",,,,,,"16.0",,
"803","14","1117","Bitter","16.0",,,,,,"16.0",,
"1650","14","1093","Bitter",,,,"3.7",,,,,
"1254","4","863","Bitter","10.0",,"0.03","30.0",,,"10.0",,
"1254","4","1091","Bitter","500.0",,,,,,"500.0",,
"1254","1","863","Bitter","100.0",,,,,,"100.0",,
"1254","14","863","Bitter","100.0",,,,,,"100.0",,
"1254","39","863","Bitter","300.0",,,,,,"300.0",,
"1254","46","863","Bitter","100.0",,,,,,"100.0",,
"1634","14","1093","Bitter",,,,"0.19",,,,,
"1651","14","1093","Bitter",,,,"0.58",,,,,
"2115","14","1156","Bitter","100.0",,,"66.65",,,"100.0",,
"2370","14","1134","Bitter",,,,"0.67",,,,,
"54","41","1126","Bitter",,,,,,,,,
"54","46","1129","Bitter","300.0",,,,,,"300.0",,
"54","3157","1149","Bitter",,,,,,,,,
"54","3158","1149","Bitter",,,,,,,,,
"54","1","68","Bitter","100.0",,,,,,"100.0",,
"54","10","68","Bitter","30.0",,,"69.1",,,"30.0",,
"54","14","68","Bitter","3.0",,,"10.0",,,"3.0",,
"54","4","68","Bitter","30.0",,,,,,"30.0",,
"54","44","68","Bitter","100.0",,,,,,"100.0",,
"54","46","68","Bitter","1.0",,,,,,"1.0",,"AAM19318.1"
"54","8","68","Bitter","100.0",,,,,,"100.0",,
"2289","14","1125","Bitter","10.0",,,,,,"10.0",,
"1290","16","1128","Bitter","1500.0",,,,,,"1500.0",,
"2374","14","1134","Bitter",,,,"0.098",,,,,
"111","3068","1137","Bitter","11110.0",,,,,,"11110.0",,
"111","38","68","Bitter","300.0",,,"968.0",,,"300.0",,
"2406","14","1142","Bitter",,,,,,,,,
"2278","1","1123","Bitter","3.0",,,"6.1",,,"3.0",,
"2278","4","1123","Bitter","3.0",,,,,,"3.0",,
"2278","2105","1123","Bitter","10.0",,,,,,"10.0",,
"2278","2108","1123","Bitter","10.0",,,,,,"10.0",,
"2278","2123","1123","Bitter","10.0",,,,,,"10.0",,
"859","14","863","Bitter","8.0",,,,,,"8.0",,
"859","14","899","Bitter","8.0",,,,,,"8.0",,
"859","14","1101","Bitter","3.0",,,,,,"3.0",,
"859","14","1117","Bitter","8.0",,,,,,"8.0",,
"859","39","863","Bitter","1.0",,,,,,"1.0",,
"859","39","899","Bitter","1.0",,,,,,"1.0",,
"859","39","1117","Bitter","1.0",,,,,,"1.0",,
"859","43","1101","Bitter","30.0",,,,,,"30.0",,
"1202","46","816","Bitter","100.0",,,,,,"100.0",,
"40","3109","1077","Bitter",,,,"970.0",,,,,
"40","3112","1077","Bitter",,,,"420.0",,,,,
"40","3110","1077","Bitter",,,,"590.0",,,,,
"40","3111","1077","Bitter",,,,"1110.0",,,,,
"865","14","899","Bitter","16.0",,,,,,"16.0",,
"865","14","1117","Bitter","16.0",,,,,,"16.0",,
"865","14","1128","Bitter","16.0",,,,,,"16.0",,
"865","39","899","Bitter","125.0",,,,,,"125.0",,
"865","39","1117","Bitter","125.0",,,,,,"125.0",,
"865","39","1128","Bitter","125.0",,,,,,"125.0",,
"2285","1","1124","Bitter","1000.0",,,,,,"1000.0",,
"2285","14","1124","Bitter","100.0",,,,,,"100.0",,
"2285","39","1124","Bitter","1000.0",,,,,,"1000.0",,
"2285","8","1124","Bitter","100.0",,,,,,"100.0",,
"2622","1","1162","Bitter","0.1",,,"0.7",,,"0.1",,
"2622","40","1162","Bitter","0.002083",,,"0.2",,,"0.002083",,
"2382","14","1134","Bitter",,,,"0.54",,,,,
"2193","39","826","Bitter","125.0",,,,,,"125.0",,
"2193","39","1117","Bitter","125.0",,,,,,"125.0",,
"2193","39","899","Bitter","125.0",,,,,,"125.0",,
"2357","14","1134","Bitter",,,,"0.33",,,,,
"2389","14","1135","Bitter","10.0",,,,,,"10.0",,
"732","1","1135","Bitter","3.0",,,,,,"3.0",,
"732","14","1135","Bitter","30.0",,,,,,"30.0",,
"1329","43","1076","Bitter","30.0",,,,,,"30.0",,
"1329","46","1076","Bitter","100.0",,,,,,"100.0",,
"2586","1","1148","Bitter","100.0",,,"294.9",,,"100.0",,
"2586","39","1148","Bitter","1000.0",,,,,,"1000.0",,
"2586","46","1148","Bitter","100.0",,,"39.420",,,"100.0",,
"2586","8","1148","Bitter","1000.0",,,,,,"1000.0",,
"2107","14","1121","Bitter","1700.0",,,,,,"1700.0",,
"1193","46","816","Bitter","100.0",,,,,,"100.0",,
"2592","7","1074","Bitter","30000.0",,,,,,"30000.0",,
"56","14","826","Bitter",,,,,,,,,
"56","3158","1149","Bitter",,,,,,,,,
"1630","46","1092","Bitter","100.0",,,,,,"100.0",,
"1205","46","816","Bitter","30.0",,,,,,"30.0",,
"38","10","68","Bitter","10.0",,,,,,"10.0",,
"38","14","68","Bitter","10.0",,,,,,"10.0",,
"38","39","68","Bitter","10.0",,,,,,"10.0",,"AAM19321.1"
"38","4","68","Bitter","10.0",,,,,,"10.0",,
"38","40","68","Bitter","10.0",,,,,,"10.0",,
"38","43","68","Bitter","10.0",,,,,,"10.0",,
"38","44","68","Bitter","10.0",,,,,,"10.0",,
"38","46","68","Bitter","10.0",,,,,,"10.0",,"AAM19318.1"
"38","7","68","Bitter","10.0",,,,,,"10.0",,
"38","1","1126","Bitter",,,,,,,,,
"38","16","1126","Bitter",,,,,,,,,
"38","4","1136","Bitter","1000.0",,,,,,"1000.0",,
"38","41","1126","Bitter",,,,,,,,,
"38","7","1105","Bitter",,,,"983.0",,,,,
"65","14","1142","Bitter",,,,"0.2378",,,,,
"65","14","1091","Bitter","300.0",,,,,,"300.0",,
"65","14","1109","Bitter","20.0",,,,,,"20.0",,
"65","14","1134","Bitter",,,,"0.43",,,,,
"65","14","1093","Bitter","0.3",,,,,,"0.3",,
"65","14","1133","Bitter","300.0",,,,,,"300.0",,
"65","3101","1139","Bitter","30.0",,,,,,"30.0",,
"2074","14","1128","Bitter","0.3",,,"1.5",,,"0.3",,
"88","14","1162","Bitter","0.3",,,"1.5",,,"0.3",,
"88","14","897","Bitter","0.3",,,"1.5",,,"0.3",,
"1328","43","1076","Bitter","100.0",,,,,,"100.0",,
"1328","46","1076","Bitter","30.0",,,,,,"30.0",,
"1330","43","1076","Bitter","10.0",,,,,,"10.0",,
"1330","46","1076","Bitter","100.0",,,,,,"100.0",,
"914","14","899","Bitter","500.0",,,,,,"500.0",,
"914","14","1117","Bitter","500.0",,,,,,"500.0",,
"2361","14","1134","Bitter",,,,"0.3",,,,,
"2305","5","1127","Bitter",,,,,,,,,
"2300","1","1128","Bitter","0.1",,,"0.7",,,"0.1",,
"2300","40","1128","Bitter","0.03",,,"0.2",,,"0.03",,
"2300","47","1128","Bitter",,,,,,,,,
"2346","38","1132","Bitter",,,,"8000.0",,,,,
"32","1","1162","Bitter","0.1",,,"3.0",,,"0.1",,
"32","1","1128","Bitter","0.1",,,"1.3",,,"0.1",,
"32","14","1162","Bitter","3.0",,,"1.3",,,"3.0",,
"815","14","1117","Bitter","125.0",,,,,,"125.0",,
"815","14","1128","Bitter","125.0",,,"70.0",,,"125.0",,
"815","39","1117","Bitter","32.0",,,"151.0",,,"32.0",,
"815","39","1128","Bitter","32.0",,,"21.3",,,"32.0",,
"815","2125","1098","Bitter",,,,,,,,,
"815","14","899","Bitter","125.0",,,,,,"125.0",,
"815","39","899","Bitter","32.0",,,"151.0",,,"32.0",,
"923","14","1117","Bitter","16.0",,,"30.3",,,"16.0",,
"923","14","1128","Bitter","16.0",,,"30.3",,,"16.0",,
"923","39","1117","Bitter","63.0",,,"109.0",,,"63.0",,
"923","39","1128","Bitter","63.0",,,"109.0",,,"63.0",,
"923","2103","1100","Bitter","30.0",,,,,,"30.0",,
"923","2106","1100","Bitter","30.0",,,,,,"30.0",,
"923","2107","1100","Bitter","30.0",,,,,,"30.0",,
"923","2108","1100","Bitter","30.0",,,,,,"30.0",,
"923","2109","1100","Bitter","30.0",,,,,,"30.0",,
"923","2116","1100","Bitter","30.0",,,,,,"30.0",,
"923","2121","1100","Bitter","30.0",,,,,,"30.0",,
"923","2131","1100","Bitter","30.0",,,,,,"30.0",,
"923","2137","1100","Bitter","30.0",,,,,,"30.0",,
"923","2139","1100","Bitter","30.0",,,,,,"30.0",,
"923","3139","1080","Bitter","10.0",,,,,,"10.0",,
"923","1","899","Bitter","10.0",,,,,,"10.0",,
"923","1","987","Bitter","10.0",,,,,,"10.0",,
"923","14","899","Bitter","16.0",,,"30.3",,,"16.0",,
"923","14","987","Bitter","16.0",,,"30.3",,,"16.0",,
"923","39","899","Bitter","63.0",,,"109.0",,,"63.0",,
"923","39","987","Bitter","63.0",,,"109.0",,,"63.0",,
"1747","14","1093","Bitter","10.0",,,,,,"10.0",,
"2327","14","1128","Bitter","1000.0",,,"10520.0",,,"1000.0",,
"2327","7","1128","Bitter","1000.0",,,"25520.0",,,"1000.0",,
"830","4","863","Bitter","3000.0",,,,,,"3000.0",,
"907","14","899","Bitter","8.0",,,,,,"8.0",,
"907","14","1117","Bitter","8.0",,,,,,"8.0",,
"907","39","899","Bitter","2.0",,,,,,"2.0",,
"907","39","1117","Bitter","2.0",,,,,,"2.0",,
"1228","39","863","Bitter","300.0",,,,,,"300.0",,
"1228","4","863","Bitter","300.0",,,"190.0",,,"300.0",,
"948","14","987","Bitter","30.0",,,,,,"30.0","0.03 mM",
"1704","14","1093","Bitter","3.0",,,,,,"3.0",,
"2293","14","1125","Bitter","10.0",,,,,,"10.0",,
"1201","46","816","Bitter","10.0",,,,,,"10.0",,
"77","3109","1077","Bitter",,,,"1760.0",,,,,
"77","3112","1077","Bitter",,,,"2040.0",,,,,
"77","3110","1077","Bitter",,,,"2009.9999999999998",,,,,
"77","3111","1077","Bitter",,,,"1430.0",,,,,
"77","3067","1037","Bitter","10.0",,,,,,"10.0","0.01",
"77","1","1136","Bitter","500.0",,,,,,"500.0",,
"77","7","1105","Bitter",,,,"518.0",,,,,
"1331","43","1076","Bitter","10.0",,,,,,"10.0",,
"1331","46","1076","Bitter","30.0",,,,,,"30.0",,
"2053","49","1107","Bitter",,,,"79.35",,,,,
"1249","5","1028","Bitter","30.0",,,"35.6",,,"30.0",,
"1249","5","1128","Bitter","30.0",,,"35.6",,,"30.0",,
"1161","5","1127","Bitter",,,,,,,,,
"1680","14","1093","Bitter",,,,"0.38",,,,,
"1615","8","1091","Bitter","300.0",,,,,,"300.0",,
"2192","14","826","Bitter",,,,,,,,,
"811","14","1092","Bitter","1.0",,,"2.1",,,"1.0",,
"811","14","1117","Bitter",,,,"2.41",,,,,
"811","46","1092","Bitter","10.0",,,"4.5",,,"10.0",,
"811","46","1117","Bitter",,,,"3.81",,,,,
"2646","1","877","Bitter",,,,"6100.0",,,,,
"1286","16","1128","Bitter","400.0",,,"1000.0",,,"400.0",,
"2045","14","1108","Bitter","300.0",,,"570.0",,,"300.0",,
"2045","39","1108","Bitter","1000.0",,,"870.0",,,"1000.0",,
"2045","49","1108","Bitter","300.0",,,"530.0",,,"300.0",,
"1631","10","1126","Bitter",,,,,,,,,
"1631","46","1092","Bitter","100.0",,,,,,"100.0",,
"2180","14","1109","Bitter","10.0",,,,,,"10.0",,
"2038","1","1128","Bitter","100.0",,,,,,"100.0",,
"2038","39","1114","Bitter",,,,,,,,,
"2038","7","1114","Bitter",,,,,,,,,
"2076","14","1121","Bitter","560.0",,,,,,"560.0",,
"2416","14","1142","Bitter",,,,"0.1166",,,,,
"1364","5","1082","Bitter",,,,"60.6",,,,,
"1782","1","1133","Bitter","100.0",,,"78.56",,,"100.0",,
"1782","13","1133","Bitter","100.0",,,"9.73",,,"100.0",,
"1782","14","1133","Bitter","100.0",,,"30.35",,,"100.0",,
"1782","8","1133","Bitter","100.0",,,"49.88",,,"100.0",,
"97","10","1091","Bitter","30.0",,,,,,"30.0",,
"97","10","68","Bitter","0.01",,,,,,"0.01",,
"645","3195","1145","Bitter",,,,,,,,,
"645","16","1130","Bitter","10000.0",,,,,,"10000.0",,
"645","16","1128","Bitter","70.0",,,"1100.0",,,"70.0",,
"645","3194","1145","Bitter",,,,,,,,,
"645","3183","1089","Bitter",,,,,,,,,
"645","3169","1089","Bitter",,,,,,,,,
"645","3184","1089","Bitter",,,,,,,,,
"1288","16","1128","Bitter",,,,,,,,,
"1289","16","1128","Bitter",,,,,,,,,
"461","16","68","Bitter","70.0",,,"1400.0",,,"70.0",,"AAH95524.1"
"461","3102","1139","Bitter","40000.0",,,"6200.0",,,"40000.0",,
"461","3191","1075","Bitter",,,,"928.0",,,,,
"461","3190","1075","Bitter",,,,"1002.9999999999999",,,,,
"461","3123","1083","Bitter","10000.0",,,,,,"10000.0",,
"461","3091","1116","Bitter","10000.0",,,,,,"10000.0",,
"461","3105","1139","Bitter","40000.0",,,,,,"40000.0",,
"461","3195","1145","Bitter",,,,"2300.0",,,,,
"461","3195","1075","Bitter",,,,"2300.0",,,,,
"461","16","1089","Bitter",,,,"480.0",,,,,
"461","16","1130","Bitter","10000.0",,,"1700.0",,,"10000.0",,
"461","16","1075","Bitter",,,,"486.0",,,,,
"461","16","1091","Bitter","10000.0",,,,,,"10000.0",,
"461","16","1139","Bitter","40000.0",,,"1500.0",,,"40000.0",,
"461","16","1128","Bitter","70.0",,,"1400.0",,,"70.0",,
"461","46","1129","Bitter","50000.0",,,,,,"50000.0",,
"461","3198","1144","Bitter","2500.0",,,"6800.0",,,"2500.0",,
"461","3103","1139","Bitter","40000.0",,,"2800.0",,,"40000.0",,
"461","3129","1081","Bitter","10000.0",,,,,,"10000.0",,
"461","3194","1145","Bitter",,,,"1100.0",,,,,
"461","3194","1144","Bitter","1000.0",,,"2100.0",,,"1000.0",,
"461","3194","1075","Bitter",,,,"1100.0",,,,,
"461","3107","1139","Bitter","40000.0",,,"1300.0",,,"40000.0",,
"461","3183","1089","Bitter",,,,"7500.0",,,,,
"461","3183","1075","Bitter",,,,"4182.0",,,,,
"461","3182","1075","Bitter",,,,"734.0",,,,,
"461","3095","1139","Bitter","40000.0",,,"380.0",,,"40000.0",,
"461","3097","1139","Bitter","40000.0",,,,,,"40000.0",,
"461","3108","1139","Bitter","40000.0",,,,,,"40000.0",,
"461","3188","1075","Bitter",,,,"2479.0",,,,,
"461","3185","1075","Bitter",,,,"2845.0",,,,,
"461","3189","1075","Bitter",,,,"511.0",,,,,
"461","3197","1144","Bitter","40000.0",,,,,,"40000.0",,
"461","3169","1089","Bitter",,,,"1000.0",,,,,
"461","3169","1075","Bitter",,,,"1000.0",,,,,
"461","3200","1140","Bitter","10000.0",,,,,,"10000.0",,
"461","3204","1140","Bitter","10000.0",,,,,,"10000.0",,
"461","3100","1139","Bitter","40000.0",,,,,,"40000.0",,
"461","3184","1089","Bitter",,,,"2300.0",,,,,
"461","3184","1075","Bitter",,,,"2300.0",,,,,
"461","3196","1145","Bitter",,,,"3800.0",,,,,
"461","3196","1075","Bitter",,,,"3800.0",,,,,
"1695","14","1093","Bitter","1.0",,,,,,"1.0",,
"2405","14","1142","Bitter",,,,"0.8461000000000001",,,,,
"968","3144","1149","Bitter","0.9",,,,,,"0.9",,
"968","10","987","Bitter","150.0",,,,,,"150.0","0.15 mM",
"968","46","987","Bitter","150.0",,,,,,"150.0","0.15 mM",
"908","14","899","Bitter","125.0",,,,,,"125.0",,
"908","14","1117","Bitter","125.0",,,,,,"125.0",,
"908","39","899","Bitter","2.0",,,,,,"2.0",,
"908","39","1117","Bitter","2.0",,,,,,"2.0",,
"2203","3088","1115","Bitter","50000.0",,,,,,"50000.0",,
"1697","14","1093","Bitter","0.3",,,,,,"0.3",,
"1176","3068","1137","Bitter","19.0",,,,,,"19.0",,
"832","1","863","Bitter","300.0",,,,,,"300.0",,
